time_identifier,time_period,geographic_level,country_code,country_name,school_type,percentage_band,percentage,enrolments_overall,enrolments_overall_percent,enrolments_authorised,enrolments_authorised_percent,enrolments_unauthorised,enrolments_unauthorised_percent
six half terms,201314,national,E92000001,England,Special,20.00-29.99,22.00 - 22.99,455,0.6,340,0.4,85,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,23.00 - 23.99,415,0.5,295,0.4,85,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,24.00 - 24.99,330,0.4,275,0.3,70,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,25.00 - 25.99,415,0.5,295,0.4,55,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,26.00 - 26.99,305,0.4,205,0.2,60,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,27.00 - 27.99,315,0.4,205,0.3,65,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,28.00 - 28.99,260,0.3,180,0.2,65,0.1
six half terms,201314,national,E92000001,England,Special,20.00-29.99,29.00 - 29.99,235,0.3,165,0.2,55,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,30.00 - 30.99,220,0.3,150,0.2,55,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,31.00 - 31.99,180,0.2,115,0.1,55,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,32.00 - 32.99,225,0.3,125,0.2,45,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,33.00 - 33.99,175,0.2,120,0.1,40,0
six half terms,201314,national,E92000001,England,Special,30.00-39.99,34.00 - 34.99,170,0.2,110,0.1,40,0
six half terms,201314,national,E92000001,England,Special,30.00-39.99,35.00 - 35.99,160,0.2,105,0.1,45,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,36.00 - 36.99,145,0.2,85,0.1,40,0
six half terms,201314,national,E92000001,England,Special,30.00-39.99,37.00 - 37.99,150,0.2,75,0.1,40,0.1
six half terms,201314,national,E92000001,England,Special,30.00-39.99,38.00 - 38.99,115,0.1,80,0.1,35,0
six half terms,201314,national,E92000001,England,Special,30.00-39.99,39.00 - 39.99,140,0.2,80,0.1,35,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,40.00 - 40.99,135,0.2,95,0.1,30,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,41.00 - 41.99,100,0.1,55,0.1,40,0.1
six half terms,201314,national,E92000001,England,Special,40.00-49.99,42.00 - 42.99,120,0.1,75,0.1,35,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,43.00 - 43.99,110,0.1,65,0.1,25,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,44.00 - 44.99,90,0.1,65,0.1,35,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,45.00 - 45.99,90,0.1,55,0.1,20,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,46.00 - 46.99,100,0.1,45,0.1,35,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,47.00 - 47.99,110,0.1,65,0.1,25,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,48.00 - 48.99,90,0.1,50,0.1,15,0
six half terms,201314,national,E92000001,England,Special,40.00-49.99,49.00 - 49.99,75,0.1,40,0,15,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,50.00 - 50.99,110,0.1,70,0.1,25,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,51.00 - 51.99,85,0.1,35,0,30,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,52.00 - 52.99,75,0.1,45,0.1,20,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,53.00 - 53.99,65,0.1,45,0.1,25,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,54.00 - 54.99,60,0.1,40,0,25,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,55.00 - 55.99,70,0.1,45,0.1,15,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,56.00 - 56.99,70,0.1,45,0.1,15,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,57.00 - 57.99,70,0.1,45,0.1,10,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,58.00 - 58.99,65,0.1,40,0,20,0
six half terms,201314,national,E92000001,England,Special,50.00-59.99,59.00 - 59.99,65,0.1,35,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,60.00 - 60.99,70,0.1,30,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,61.00 - 61.99,50,0.1,30,0,10,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,62.00 - 62.99,50,0.1,20,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,63.00 - 63.99,50,0.1,25,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,64.00 - 64.99,45,0.1,25,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,65.00 - 65.99,45,0.1,20,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,66.00 - 66.99,55,0.1,30,0,10,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,67.00 - 67.99,45,0.1,15,0,25,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,68.00 - 68.99,50,0.1,25,0,15,0
six half terms,201314,national,E92000001,England,Special,60.00-69.99,69.00 - 69.99,50,0.1,25,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,70.00 - 70.99,55,0.1,20,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,71.00 - 71.99,45,0.1,20,0,15,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,72.00 - 72.99,35,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,73.00 - 73.99,50,0.1,20,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,74.00 - 74.99,30,0,15,0,15,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,75.00 - 75.99,40,0.1,20,0,20,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,76.00 - 76.99,45,0.1,20,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,77.00 - 77.99,40,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,78.00 - 78.99,50,0.1,25,0,10,0
six half terms,201314,national,E92000001,England,Special,70.00-79.99,79.00 - 79.99,35,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,80.00 - 80.99,45,0.1,15,0,15,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,81.00 - 81.99,40,0,15,0,5,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,82.00 - 82.99,40,0,15,0,5,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,83.00 - 83.99,40,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,84.00 - 84.99,30,0,5,0,5,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,85.00 - 85.99,30,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,86.00 - 86.99,30,0,20,0,x,x
six half terms,201314,national,E92000001,England,Special,80.00-89.99,87.00 - 87.99,25,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,88.00 - 88.99,35,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,80.00-89.99,89.00 - 89.99,20,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,90.00 - 90.99,25,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,91.00 - 91.99,35,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,92.00 - 92.99,40,0,10,0,5,0
six half terms,201314,national,E92000001,England,Special,90+,93.00 - 93.99,25,0,10,0,5,0
six half terms,201314,national,E92000001,England,Special,90+,94.00 - 94.99,35,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,95.00 - 95.99,25,0,15,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,96.00 - 96.99,30,0,10,0,10,0
six half terms,201314,national,E92000001,England,Special,90+,97.00 - 97.99,30,0,10,0,5,0
six half terms,201314,national,E92000001,England,Special,90+,98.00 - 98.99,40,0.1,15,0,15,0
six half terms,201314,national,E92000001,England,Special,90+,99.00+,315,0.4,155,0.2,120,0.1
six half terms,201213,national,E92000001,England,Total,Total,Total,6477725,100,6477725,100,6477725,100
six half terms,201213,national,E92000001,England,Total,0.00-9.99,0,402195,6.2,518965,8,4206160,64.9
six half terms,201213,national,E92000001,England,Total,0.00-9.99,0.01 - 0.99,579885,9,692975,10.7,868375,13.4
six half terms,201213,national,E92000001,England,Total,0.00-9.99,1.00 - 1.99,921565,14.2,1055800,16.3,481060,7.4
six half terms,201213,national,E92000001,England,Total,0.00-9.99,2.00 - 2.99,829255,12.8,906915,14,272370,4.2
six half terms,201213,national,E92000001,England,Total,0.00-9.99,3.00 - 3.99,699095,10.8,732610,11.3,164870,2.5
six half terms,201213,national,E92000001,England,Total,0.00-9.99,4.00 - 4.99,524165,8.1,532980,8.2,99620,1.5
six half terms,201213,national,E92000001,England,Total,0.00-9.99,5.00 - 5.99,501345,7.7,490375,7.6,84230,1.3
six half terms,201213,national,E92000001,England,Total,0.00-9.99,6.00 - 6.99,400845,6.2,375235,5.8,56395,0.9
six half terms,201213,national,E92000001,England,Total,0.00-9.99,7.00 - 7.99,311525,4.8,278030,4.3,39930,0.6
six half terms,201213,national,E92000001,England,Total,0.00-9.99,8.00 - 8.99,244805,3.8,207990,3.2,29830,0.5
six half terms,201213,national,E92000001,England,Total,0.00-9.99,9.00 - 9.99,179740,2.8,145080,2.2,21775,0.3
six half terms,201213,national,E92000001,England,Total,10.00-19.99,10.00 - 10.99,163120,2.5,124740,1.9,19900,0.3
six half terms,201213,national,E92000001,England,Total,10.00-19.99,11.00 - 11.99,123970,1.9,89690,1.4,15070,0.2
six half terms,201213,national,E92000001,England,Total,10.00-19.99,12.00 - 12.99,97360,1.5,66330,1,12510,0.2
six half terms,201213,national,E92000001,England,Total,10.00-19.99,13.00 - 13.99,73830,1.1,47935,0.7,10050,0.2
six half terms,201213,national,E92000001,England,Total,10.00-19.99,14.00 - 14.99,60480,0.9,37160,0.6,8605,0.1
six half terms,201213,national,E92000001,England,Total,10.00-19.99,15.00 - 15.99,49185,0.8,29100,0.4,7425,0.1
six half terms,201213,national,E92000001,England,Total,10.00-19.99,16.00 - 16.99,39330,0.6,22570,0.3,6380,0.1
six half terms,201213,national,E92000001,England,Total,10.00-19.99,17.00 - 17.99,31565,0.5,17390,0.3,5480,0.1
six half terms,201213,national,E92000001,England,Total,10.00-19.99,18.00 - 18.99,25660,0.4,13695,0.2,4565,0.1
six half terms,201213,national,E92000001,England,Total,10.00-19.99,19.00 - 19.99,20850,0.3,10385,0.2,3980,0.1
six half terms,201213,national,E92000001,England,Total,20.00-29.99,20.00 - 20.99,19355,0.3,9540,0.1,4050,0.1
six half terms,201213,national,E92000001,England,Total,20.00-29.99,21.00 - 21.99,16025,0.2,7740,0.1,3420,0.1
six half terms,201213,national,E92000001,England,Total,20.00-29.99,22.00 - 22.99,13240,0.2,6385,0.1,3040,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,23.00 - 23.99,11800,0.2,5535,0.1,2710,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,24.00 - 24.99,9290,0.1,4030,0.1,2180,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,25.00 - 25.99,10245,0.2,4580,0.1,2680,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,26.00 - 26.99,7965,0.1,3440,0.1,1985,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,27.00 - 27.99,6875,0.1,2890,0,1915,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,28.00 - 28.99,6610,0.1,2665,0,1790,0
six half terms,201213,national,E92000001,England,Total,20.00-29.99,29.00 - 29.99,5430,0.1,2050,0,1430,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,30.00 - 30.99,5335,0.1,2240,0,1610,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,31.00 - 31.99,4535,0.1,1845,0,1330,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,32.00 - 32.99,4210,0.1,1700,0,1250,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,33.00 - 33.99,4345,0.1,1725,0,1350,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,34.00 - 34.99,3470,0.1,1370,0,1045,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,35.00 - 35.99,3505,0.1,1420,0,1050,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,36.00 - 36.99,3065,0,1255,0,980,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,37.00 - 37.99,3015,0,1145,0,965,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,38.00 - 38.99,2700,0,1020,0,840,0
six half terms,201213,national,E92000001,England,Total,30.00-39.99,39.00 - 39.99,2250,0,790,0,730,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,40.00 - 40.99,2515,0,985,0,825,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,41.00 - 41.99,2070,0,780,0,705,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,42.00 - 42.99,2065,0,750,0,695,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,43.00 - 43.99,1920,0,660,0,685,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,44.00 - 44.99,1725,0,595,0,620,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,45.00 - 45.99,1575,0,560,0,615,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,46.00 - 46.99,1625,0,525,0,530,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,47.00 - 47.99,1435,0,505,0,590,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,48.00 - 48.99,1330,0,480,0,480,0
six half terms,201213,national,E92000001,England,Total,40.00-49.99,49.00 - 49.99,970,0,325,0,325,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,50.00 - 50.99,2130,0,880,0,830,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,51.00 - 51.99,1125,0,380,0,410,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,52.00 - 52.99,1145,0,425,0,430,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,53.00 - 53.99,1050,0,385,0,380,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,54.00 - 54.99,940,0,310,0,365,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,55.00 - 55.99,985,0,335,0,385,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,56.00 - 56.99,905,0,290,0,340,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,57.00 - 57.99,905,0,320,0,370,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,58.00 - 58.99,895,0,255,0,345,0
six half terms,201213,national,E92000001,England,Total,50.00-59.99,59.00 - 59.99,720,0,235,0,285,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,60.00 - 60.99,930,0,305,0,360,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,61.00 - 61.99,815,0,230,0,300,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,62.00 - 62.99,795,0,250,0,315,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,63.00 - 63.99,670,0,185,0,265,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,64.00 - 64.99,620,0,215,0,260,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,65.00 - 65.99,605,0,145,0,225,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,66.00 - 66.99,800,0,265,0,355,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,67.00 - 67.99,575,0,160,0,220,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,68.00 - 68.99,570,0,165,0,220,0
six half terms,201213,national,E92000001,England,Total,60.00-69.99,69.00 - 69.99,515,0,140,0,190,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,70.00 - 70.99,530,0,160,0,200,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,71.00 - 71.99,530,0,155,0,235,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,72.00 - 72.99,510,0,140,0,175,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,73.00 - 73.99,480,0,140,0,180,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,74.00 - 74.99,370,0,100,0,150,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,75.00 - 75.99,605,0,200,0,245,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,76.00 - 76.99,455,0,135,0,145,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,77.00 - 77.99,385,0,105,0,175,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,78.00 - 78.99,370,0,90,0,205,0
six half terms,201213,national,E92000001,England,Total,70.00-79.99,79.00 - 79.99,315,0,65,0,135,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,80.00 - 80.99,430,0,125,0,210,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,81.00 - 81.99,335,0,80,0,150,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,82.00 - 82.99,310,0,75,0,135,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,83.00 - 83.99,355,0,115,0,170,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,84.00 - 84.99,320,0,80,0,125,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,85.00 - 85.99,330,0,95,0,160,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,86.00 - 86.99,325,0,85,0,160,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,87.00 - 87.99,310,0,80,0,150,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,88.00 - 88.99,315,0,90,0,140,0
six half terms,201213,national,E92000001,England,Total,80.00-89.99,89.00 - 89.99,205,0,60,0,110,0
six half terms,201213,national,E92000001,England,Total,90+,90.00 - 90.99,330,0,85,0,140,0
six half terms,201213,national,E92000001,England,Total,90+,91.00 - 91.99,270,0,70,0,125,0
six half terms,201213,national,E92000001,England,Total,90+,92.00 - 92.99,305,0,75,0,140,0
six half terms,201213,national,E92000001,England,Total,90+,93.00 - 93.99,245,0,55,0,120,0
six half terms,201213,national,E92000001,England,Total,90+,94.00 - 94.99,245,0,65,0,130,0
six half terms,201213,national,E92000001,England,Total,90+,95.00 - 95.99,290,0,70,0,140,0
six half terms,201213,national,E92000001,England,Total,90+,96.00 - 96.99,275,0,75,0,130,0
six half terms,201213,national,E92000001,England,Total,90+,97.00 - 97.99,290,0,80,0,140,0
six half terms,201213,national,E92000001,England,Total,90+,98.00 - 98.99,280,0,65,0,150,0
six half terms,201213,national,E92000001,England,Total,90+,99.00+,9480,0.1,3565,0.1,5290,0.1
six half terms,201213,national,E92000001,England,State-funded primary,Total,Total,3546450,100,3546450,100,3546450,100
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,0,218020,6.1,282430,8,2391895,67.4
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,0.01 - 0.99,318070,9,381975,10.8,439165,12.4
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,1.00 - 1.99,531875,15,608490,17.2,256915,7.2
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,2.00 - 2.99,484665,13.7,525565,14.8,151490,4.3
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,3.00 - 3.99,409820,11.6,422480,11.9,87880,2.5
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,4.00 - 4.99,295375,8.3,293765,8.3,51590,1.5
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,5.00 - 5.99,284950,8,272845,7.7,44320,1.2
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,6.00 - 6.99,225635,6.4,204655,5.8,28205,0.8
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,7.00 - 7.99,170215,4.8,146370,4.1,19125,0.5
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,8.00 - 8.99,129870,3.7,105550,3,13600,0.4
six half terms,201213,national,E92000001,England,State-funded primary,0.00-9.99,9.00 - 9.99,89505,2.5,68600,1.9,9185,0.3
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,10.00 - 10.99,82575,2.3,59975,1.7,8645,0.2
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,11.00 - 11.99,61505,1.7,42145,1.2,6315,0.2
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,12.00 - 12.99,46685,1.3,30035,0.8,4925,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,13.00 - 13.99,34385,1,21075,0.6,3825,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,14.00 - 14.99,27195,0.8,15885,0.4,3215,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,15.00 - 15.99,22460,0.6,12315,0.3,2710,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,16.00 - 16.99,17360,0.5,9265,0.3,2235,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,17.00 - 17.99,13445,0.4,6885,0.2,1850,0.1
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,18.00 - 18.99,10555,0.3,5190,0.1,1490,0
six half terms,201213,national,E92000001,England,State-funded primary,10.00-19.99,19.00 - 19.99,8180,0.2,3830,0.1,1205,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,20.00 - 20.99,7710,0.2,3570,0.1,1360,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,21.00 - 21.99,6210,0.2,2795,0.1,1095,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,22.00 - 22.99,4955,0.1,2235,0.1,915,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,23.00 - 23.99,4255,0.1,1885,0.1,815,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,24.00 - 24.99,3160,0.1,1285,0,600,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,25.00 - 25.99,3635,0.1,1570,0,850,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,26.00 - 26.99,2720,0.1,1170,0,545,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,27.00 - 27.99,2255,0.1,910,0,500,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,28.00 - 28.99,2145,0.1,885,0,500,0
six half terms,201213,national,E92000001,England,State-funded primary,20.00-29.99,29.00 - 29.99,1600,0,570,0,335,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,30.00 - 30.99,1675,0,685,0,410,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,31.00 - 31.99,1340,0,550,0,330,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,32.00 - 32.99,1210,0,465,0,285,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,33.00 - 33.99,1360,0,585,0,370,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,34.00 - 34.99,965,0,365,0,260,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,35.00 - 35.99,960,0,395,0,290,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,36.00 - 36.99,805,0,325,0,205,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,37.00 - 37.99,780,0,310,0,215,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,38.00 - 38.99,700,0,260,0,185,0
six half terms,201213,national,E92000001,England,State-funded primary,30.00-39.99,39.00 - 39.99,565,0,230,0,170,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,40.00 - 40.99,685,0,275,0,205,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,41.00 - 41.99,520,0,225,0,170,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,42.00 - 42.99,520,0,225,0,150,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,43.00 - 43.99,470,0,205,0,130,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,44.00 - 44.99,445,0,185,0,130,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,45.00 - 45.99,380,0,150,0,115,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,46.00 - 46.99,390,0,155,0,100,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,47.00 - 47.99,330,0,130,0,130,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,48.00 - 48.99,285,0,130,0,85,0
six half terms,201213,national,E92000001,England,State-funded primary,40.00-49.99,49.00 - 49.99,170,0,70,0,35,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,50.00 - 50.99,695,0,340,0,265,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,51.00 - 51.99,250,0,100,0,75,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,52.00 - 52.99,285,0,140,0,90,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,53.00 - 53.99,225,0,105,0,70,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,54.00 - 54.99,200,0,95,0,70,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,55.00 - 55.99,195,0,95,0,60,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,56.00 - 56.99,170,0,70,0,50,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,57.00 - 57.99,235,0,95,0,80,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,58.00 - 58.99,190,0,90,0,65,0
six half terms,201213,national,E92000001,England,State-funded primary,50.00-59.99,59.00 - 59.99,140,0,65,0,35,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,60.00 - 60.99,250,0,110,0,90,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,61.00 - 61.99,175,0,60,0,60,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,62.00 - 62.99,170,0,80,0,65,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,63.00 - 63.99,145,0,60,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,64.00 - 64.99,135,0,70,0,35,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,65.00 - 65.99,120,0,40,0,35,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,66.00 - 66.99,220,0,100,0,95,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,67.00 - 67.99,105,0,40,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,68.00 - 68.99,130,0,45,0,45,0
six half terms,201213,national,E92000001,England,State-funded primary,60.00-69.99,69.00 - 69.99,100,0,40,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,70.00 - 70.99,100,0,40,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,71.00 - 71.99,110,0,45,0,50,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,72.00 - 72.99,95,0,40,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,73.00 - 73.99,90,0,35,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,74.00 - 74.99,65,0,25,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,75.00 - 75.99,160,0,75,0,60,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,76.00 - 76.99,85,0,45,0,25,0
