time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa10_exact,enrolments_pa10_exact_percent,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201415,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Pupil Referral Unit,1,150,36427,3531,1135,2396,9.7,3.1,6.6,40,26.7,570,84,0,0,0,24,.,0,457,1135,0,0,2386,10,2396,3531
six half terms,201415,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Pupil Referral Unit,1,113,23730,6039,3234,2805,25.4,13.6,11.8,77,68.1,963,109,0,0,0,1,.,230,1931,3234,70,55,2667,13,2805,6039
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Pupil Referral Unit,6,401,93878,18033,7833,10200,19.2,8.3,10.9,214,53.4,2951,333,2,89,0,62,.,380,4016,7833,166,228,9753,53,10200,18033
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Pupil Referral Unit,2,45,4535,524,453,71,11.6,10,1.6,23,51.1,173,60,0,0,0,6,.,86,128,453,0,0,71,0,71,524
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Pupil Referral Unit,1,41,8751,1876,842,1034,21.4,9.6,11.8,31,75.6,508,55,0,21,0,0,.,94,164,842,17,39,956,22,1034,1876
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Pupil Referral Unit,3,183,16904,3483,2099,1384,20.6,12.4,8.2,63,34.4,706,61,0,22,4,12,.,236,1058,2099,30,93,1254,7,1384,3483
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Pupil Referral Unit,5,295,33192,9970,6222,3748,30,18.7,11.3,216,73.2,2513,294,0,208,1,38,.,296,2872,6222,8,145,3482,113,3748,9970
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Pupil Referral Unit,1,208,43575,10550,4493,6057,24.2,10.3,13.9,138,66.3,1891,335,0,7,4,241,.,372,1643,4493,4,9,6033,11,6057,10550
six half terms,201415,local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Pupil Referral Unit,1,61,7923,1108,667,441,14,8.4,5.6,32,52.5,331,50,0,0,0,0,.,128,158,667,42,131,268,0,441,1108
six half terms,201415,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Pupil Referral Unit,1,176,17687,4191,3159,1032,23.7,17.9,5.8,87,49.4,1926,131,0,1,0,33,.,339,729,3159,0,16,998,18,1032,4191
six half terms,201415,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Pupil Referral Unit,1,148,28902,8694,5832,2862,30.1,20.2,9.9,125,84.5,1603,184,0,276,79,32,.,462,3196,5832,28,167,2661,6,2862,8694
six half terms,201415,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Pupil Referral Unit,3,451,51272,11652,6718,4934,22.7,13.1,9.6,275,61,1907,318,4,137,18,66,.,407,3861,6718,96,1,4819,18,4934,11652
six half terms,201415,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Pupil Referral Unit,2,195,39797,9665,5073,4592,24.3,12.7,11.5,143,73.3,2272,221,14,100,0,10,.,1651,663,4931,79,504,3999,10,4592,9523
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Pupil Referral Unit,3,342,59500,15869,6277,9592,26.7,10.5,16.1,244,71.3,2378,435,0,38,0,79,.,1243,2104,6277,127,277,8956,232,9592,15869
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Pupil Referral Unit,3,390,53903,12252,5841,6411,22.7,10.8,11.9,273,70,2690,461,21,1318,0,29,.,728,594,5841,48,42,6273,48,6411,12252
six half terms,201415,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Pupil Referral Unit,5,338,59641,12990,4771,8219,21.8,8,13.8,231,68.3,2445,729,0,209,0,15,.,485,888,4771,106,112,7995,6,8219,12990
six half terms,201415,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Pupil Referral Unit,1,121,20936,5427,2458,2969,25.9,11.7,14.2,89,73.6,1848,244,0,0,0,0,.,77,289,2458,17,20,1937,995,2969,5427
six half terms,201415,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Pupil Referral Unit,1,183,42009,12582,4693,7889,30,11.2,18.8,139,76,1024,383,0,220,0,28,.,1268,1770,4693,30,36,7787,36,7889,12582
six half terms,201415,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Pupil Referral Unit,1,54,13358,3941,1312,2629,29.5,9.8,19.7,38,70.4,493,128,0,0,0,8,.,132,551,1312,0,164,2465,0,2629,3941
six half terms,201415,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Pupil Referral Unit,1,196,35478,14361,4338,10023,40.5,12.2,28.3,157,80.1,1614,228,0,405,0,32,.,236,1823,4338,38,824,9157,4,10023,14361
six half terms,201415,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Pupil Referral Unit,2,108,27265,8016,2624,5392,29.4,9.6,19.8,72,66.7,1417,210,37,11,0,0,.,107,824,2606,22,293,4995,76,5386,7992
six half terms,201415,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Pupil Referral Unit,7,854,181071,89164,65457,23707,49.2,36.1,13.1,726,85,7767,1868,0,1360,231,109,.,2092,52030,65457,156,513,22853,185,23707,89164
six half terms,201415,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Pupil Referral Unit,2,519,56427,23489,17609,5880,41.6,31.2,10.4,381,73.4,1863,1774,0,47,119,0,.,125,13681,17609,103,828,4941,8,5880,23489
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Pupil Referral Unit,1,40,9320,1166,1121,45,12.5,12,0.5,20,50,296,123,0,0,0,8,.,0,694,1121,6,0,35,4,45,1166
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Pupil Referral Unit,2,265,29554,4944,1540,3404,16.7,5.2,11.5,123,46.4,717,90,4,0,0,19,.,32,678,1540,36,65,3303,0,3404,4944
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Pupil Referral Unit,6,448,97487,38492,26908,11584,39.5,27.6,11.9,351,78.3,3932,569,6,348,54,183,.,654,21162,26908,98,689,10757,40,11584,38492
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Pupil Referral Unit,2,141,22702,3276,1544,1732,14.4,6.8,7.6,64,45.4,1024,142,4,0,0,26,.,29,319,1544,16,22,1690,4,1732,3276
six half terms,201415,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Pupil Referral Unit,1,268,56205,16089,7869,8220,28.6,14,14.6,172,64.2,3491,476,5,186,2,115,.,628,2966,7869,28,1590,6290,312,8220,16089
six half terms,201415,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Pupil Referral Unit,1,67,14234,5858,4148,1710,41.2,29.1,12,59,88.1,317,177,0,32,0,0,.,766,2856,4148,23,145,1542,0,1710,5858
six half terms,201415,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Pupil Referral Unit,1,22,4570,1397,929,468,30.6,20.3,10.2,20,90.9,155,17,0,14,0,16,.,23,704,929,0,3,465,0,468,1397
six half terms,201415,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Pupil Referral Unit,2,153,30887,7037,4937,2100,22.8,16,6.8,79,51.6,1250,215,0,0,105,17,.,120,3230,4937,8,10,2068,14,2100,7037
six half terms,201415,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Pupil Referral Unit,1,119,29394,17324,14909,2415,58.9,50.7,8.2,109,91.6,704,92,1,0,0,22,.,110,13980,14909,19,88,2307,1,2415,17324
six half terms,201415,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Pupil Referral Unit,1,118,29496,9498,6046,3452,32.2,20.5,11.7,85,72,952,250,4,1561,290,10,.,210,2769,6046,41,77,3326,8,3452,9498
six half terms,201415,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Pupil Referral Unit,2,92,15238,7296,6160,1136,47.9,40.4,7.5,79,85.9,572,62,0,0,2,8,.,38,5429,6111,50,22,884,0,956,7067
six half terms,201415,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Pupil Referral Unit,2,94,18899,7463,5751,1712,39.5,30.4,9.1,68,72.3,640,111,0,75,0,2,.,292,4631,5751,39,166,1507,0,1712,7463
six half terms,201415,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Pupil Referral Unit,1,241,50465,25052,19713,5339,49.6,39.1,10.6,212,88,778,162,0,5,0,0,.,1532,16805,19282,86,1157,4091,5,5339,24621
six half terms,201415,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Pupil Referral Unit,1,64,14918,5411,1638,3773,36.3,11,25.3,61,95.3,557,138,0,0,0,41,.,164,738,1638,70,277,3419,7,3773,5411
six half terms,201415,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Pupil Referral Unit,1,86,15904,3307,1501,1806,20.8,9.4,11.4,55,64,777,208,0,10,0,20,.,116,370,1501,35,22,1749,0,1806,3307
six half terms,201415,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Pupil Referral Unit,6,531,39916,9974,6811,3163,25,17.1,7.9,345,65,2925,380,0,254,0,55,.,471,2726,6811,63,478,2618,4,3163,9974
six half terms,201415,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Pupil Referral Unit,1,336,66395,16558,5631,10927,24.9,8.5,16.5,191,56.8,3512,591,44,7,12,33,.,820,612,5631,20,26,10768,113,10927,16558
six half terms,201415,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Pupil Referral Unit,6,927,203020,77492,55140,22352,38.2,27.2,11,719,77.6,9071,1607,10,175,14,96,.,1837,42330,55140,362,545,21413,32,22352,77492
six half terms,201415,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Pupil Referral Unit,2,142,34634,11549,4697,6852,33.3,13.6,19.8,109,76.8,962,230,0,7,0,18,.,138,3342,4697,30,284,6468,70,6852,11549
six half terms,201415,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Pupil Referral Unit,2,242,24927,10075,5256,4819,40.4,21.1,19.3,193,79.8,1254,234,0,0,0,0,.,596,3172,5256,59,348,4410,2,4819,10075
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Pupil Referral Unit,1,90,17834,5279,2985,2294,29.6,16.7,12.9,73,81.1,868,112,0,661,0,12,.,205,1127,2985,28,63,2203,0,2294,5279
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Pupil Referral Unit,6,341,71180,19676,9893,9783,27.6,13.9,13.7,250,73.3,3049,325,3,429,0,207,.,1532,4348,9893,52,263,8395,1073,9783,19676
six half terms,201415,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Pupil Referral Unit,11,986,184520,69018,44254,24764,37.4,24,13.4,776,78.7,8545,1761,2,750,24,52,.,646,32474,44254,216,866,23672,10,24764,69018
six half terms,201415,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Pupil Referral Unit,2,110,30435,5475,2039,3436,18,6.7,11.3,66,60,1077,145,0,0,0,6,.,597,214,2039,34,237,3160,5,3436,5475
six half terms,201415,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Pupil Referral Unit,10,1043,224727,63262,36326,26936,28.2,16.2,12,733,70.3,10445,2280,4,580,6,132,.,3108,19771,36326,218,324,26301,93,26936,63262
six half terms,201415,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Pupil Referral Unit,3,393,73755,21620,8618,13002,29.3,11.7,17.6,218,55.5,2925,1281,8,238,0,39,.,470,3209,8170,106,3,8287,3629,12025,20195
six half terms,201415,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Pupil Referral Unit,1,386,87624,36009,21538,14471,41.1,24.6,16.5,311,80.6,2919,470,0,0,0,2,.,1303,16844,21538,158,951,13360,2,14471,36009
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Pupil Referral Unit,1,37,6115,1274,581,693,20.8,9.5,11.3,23,62.2,254,68,0,0,0,0,.,0,259,581,24,0,669,0,693,1274
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Pupil Referral Unit,5,1108,94484,36094,26404,9690,38.2,27.9,10.3,826,74.5,2756,549,10,7,0,19,.,1219,21844,26404,231,10,9441,8,9690,36094
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Pupil Referral Unit,1,200,43661,5011,3756,1255,11.5,8.6,2.9,62,31,2299,347,0,94,0,12,.,0,1004,3756,2,0,1243,10,1255,5011
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Pupil Referral Unit,2,92,15575,4849,3203,1646,31.1,20.6,10.6,62,67.4,393,53,0,0,0,5,.,558,2194,3203,0,331,1315,0,1646,4849
six half terms,201415,local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Pupil Referral Unit,1,58,11394,5234,2568,2666,45.9,22.5,23.4,50,86.2,761,69,0,0,0,19,.,254,1465,2568,12,189,2455,10,2666,5234
six half terms,201415,local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Pupil Referral Unit,2,137,15643,4584,3123,1461,29.3,20,9.3,105,76.6,1089,97,0,16,1,1,.,99,1820,3123,23,96,1339,3,1461,4584
six half terms,201415,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Pupil Referral Unit,7,465,75910,13240,7667,5573,17.4,10.1,7.3,295,63.4,3968,537,0,207,0,81,.,1500,1374,7667,20,124,5429,0,5573,13240
six half terms,201415,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Pupil Referral Unit,3,270,38007,9561,5010,4551,25.2,13.2,12,159,58.9,2018,415,0,39,1,10,.,873,1654,5010,9,122,4420,0,4551,9561
six half terms,201415,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Pupil Referral Unit,5,714,101920,45233,33278,11955,44.4,32.7,11.7,563,78.9,4158,540,0,422,14,53,.,1536,26555,33278,92,430,10892,541,11955,45233
six half terms,201415,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Pupil Referral Unit,8,533,120818,51415,35723,15692,42.6,29.6,13,465,87.2,5896,720,12,1744,249,303,.,1455,25344,35723,109,314,15242,27,15692,51415
six half terms,201415,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Pupil Referral Unit,2,108,13414,2379,1304,1075,17.7,9.7,8,61,56.5,871,86,0,0,0,0,.,219,128,1304,0,1,1074,0,1075,2379
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Pupil Referral Unit,2,489,98865,24227,10151,14076,24.5,10.3,14.2,307,62.8,4228,832,0,30,59,60,.,508,4434,10151,256,261,13552,7,14076,24227
six half terms,201415,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Pupil Referral Unit,2,492,113845,32140,17229,14911,28.2,15.1,13.1,372,75.6,2949,632,0,10,0,199,.,2283,11156,17229,168,165,14445,133,14911,32140
six half terms,201415,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Pupil Referral Unit,2,400,71967,12176,11379,797,16.9,15.8,1.1,206,51.5,318,979,0,48,0,19,.,0,578,1942,0,0,430,0,430,2372
six half terms,201415,local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Pupil Referral Unit,1,57,12490,1341,786,555,10.7,6.3,4.4,24,42.1,509,92,0,0,0,0,.,145,40,786,8,0,539,8,555,1341
six half terms,201415,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Pupil Referral Unit,1,106,24121,8323,4367,3956,34.5,18.1,16.4,87,82.1,733,185,0,905,0,10,.,79,2455,4367,16,0,3940,0,3956,8323
six half terms,201415,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Pupil Referral Unit,4,365,73002,30891,23371,7520,42.3,32,10.3,290,79.5,3622,542,0,163,4,78,.,306,18656,23371,87,277,7153,3,7520,30891
six half terms,201415,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Pupil Referral Unit,14,559,118014,27562,16875,10687,23.4,14.3,9.1,327,58.5,7168,739,0,153,0,102,.,1046,7619,16827,61,493,9954,178,10686,27513
six half terms,201415,local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Pupil Referral Unit,10,491,67395,18767,12468,6299,27.8,18.5,9.3,305,62.1,2474,606,4,360,8,42,.,1313,7661,12468,106,138,6049,6,6299,18767
six half terms,201415,local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Pupil Referral Unit,2,516,106192,37135,18581,18554,35,17.5,17.5,410,79.5,5435,1031,2,0,0,129,.,466,11518,18581,77,81,18396,0,18554,37135
six half terms,201314,national,E92000001,England,,,,,,Pupil Referral Unit,361,35355,6489635,2070808,1172740,898068,31.9,18.1,13.8,24710,69.9,259821,47069,1234,14956,1719,6938,.,68811,741751,1142299,7209,38456,817452,24178,887295,2029594
six half terms,201314,regional,E92000001,England,E12000001,North East,,,,Pupil Referral Unit,17,1585,336127,86248,50101,36147,25.7,14.9,10.8,995,62.8,14349,2637,4,355,0,398,.,2658,29167,49568,343,500,33815,353,35011,84579
six half terms,201314,regional,E92000001,England,E12000002,North West,,,,Pupil Referral Unit,55,5145,1047669,352855,181363,171492,33.7,17.3,16.4,3760,73,44134,8739,294,1938,53,1085,.,13562,104890,174695,1169,8710,156434,1979,168292,342987
six half terms,201314,regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Pupil Referral Unit,38,3065,526941,152748,66799,85949,29,12.7,16.3,2020,65.8,22729,4321,126,321,98,544,.,4686,33958,66783,592,1398,75124,8835,85949,152732
six half terms,201314,regional,E92000001,England,E12000004,East Midlands,,,,Pupil Referral Unit,21,3090,431042,108196,57628,50568,25.1,13.4,11.7,2040,65.9,13596,3043,33,235,122,372,.,2848,28772,49021,624,652,48477,207,49960,98981
six half terms,201314,regional,E92000001,England,E12000005,West Midlands,,,,Pupil Referral Unit,42,3360,677073,236932,153422,83510,35,22.7,12.3,2475,73.6,27794,4996,273,1471,215,1094,.,7439,110140,153422,662,4908,72597,5343,83510,236932
six half terms,201314,regional,E92000001,England,E12000006,East of England,,,,Pupil Referral Unit,37,3295,675192,228083,148509,79574,33.8,22,11.8,2425,73.7,25719,3860,29,1991,400,699,.,8266,103103,144067,754,3253,74088,541,78636,222703
six half terms,201314,regional,E92000001,England,E12000008,South East,,,,Pupil Referral Unit,59,5355,954777,353967,223368,130599,37.1,23.4,13.7,3870,72.3,40452,7797,46,5160,567,1151,.,9815,157909,222897,1026,5607,123007,855,130495,353392
six half terms,201314,regional,E92000001,England,E12000009,South West,,,,Pupil Referral Unit,34,4080,660695,216920,152533,64387,32.8,23.1,9.7,2890,70.8,31448,4549,12,838,73,769,.,6063,108781,152533,533,2653,59187,2014,64387,216920
six half terms,201314,regional,E92000001,England,E13000001,Inner London,,,,Pupil Referral Unit,25,3000,524974,140429,51381,89048,26.7,9.8,17,1875,62.5,14438,2778,177,1260,1,278,.,5344,19354,43630,615,4234,80819,648,86316,129946
six half terms,201314,regional,E92000001,England,E13000002,Outer London,,,,Pupil Referral Unit,33,3375,655145,194430,87636,106794,29.7,13.4,16.3,2365,70.1,25162,4349,240,1387,190,548,.,8130,45677,85683,891,6541,93904,3403,104739,190422
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Pupil Referral Unit,3,86,16092,3435,1228,2207,21.3,7.6,13.7,46,53.5,619,80,12,0,0,26,.,85,406,1228,0,362,1837,8,2207,3435
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Pupil Referral Unit,1,148,32983,8053,2903,5150,24.4,8.8,15.6,104,70.3,1574,294,2,48,0,48,.,401,536,2903,10,5,5021,114,5150,8053
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Pupil Referral Unit,1,370,51539,16910,5584,11326,32.8,10.8,22,232,62.7,1576,286,10,33,0,19,.,594,3066,5584,14,0,11302,10,11326,16910
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Pupil Referral Unit,3,217,54674,8982,3676,5306,16.4,6.7,9.7,113,52.1,1471,198,26,0,0,28,.,308,1229,3260,52,86,4340,329,4807,8067
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Pupil Referral Unit,3,196,32926,10477,4951,5526,31.8,15,16.8,114,58.2,1161,104,2,435,0,16,.,1503,1225,4446,106,786,4470,16,5378,9824
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Pupil Referral Unit,1,89,17660,1961,586,1375,11.1,3.3,7.8,29,32.6,332,36,4,3,0,25,.,46,140,586,0,0,1375,0,1375,1961
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Pupil Referral Unit,2,250,58886,12052,5516,6536,20.5,9.4,11.1,151,60.4,1253,230,7,76,0,76,.,876,2998,5516,35,630,5865,6,6536,12052
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Pupil Referral Unit,1,184,33860,15720,4571,11149,46.4,13.5,32.9,148,80.4,600,110,6,240,0,1,.,2,3612,4571,34,69,10884,162,11149,15720
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Pupil Referral Unit,1,132,33288,9960,2839,7121,29.9,8.5,21.4,97,73.5,1017,134,4,23,0,0,.,586,1075,2839,18,505,6554,44,7121,9960
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Pupil Referral Unit,2,321,56413,16807,6849,9958,29.8,12.1,17.7,255,79.4,1918,243,24,272,0,46,.,484,2059,5046,85,274,7623,11,7993,13039
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Pupil Referral Unit,3,459,42519,13391,4589,8802,31.5,10.8,20.7,274,59.7,1022,157,39,0,0,10,.,10,1225,2463,67,0,8706,29,8802,11265
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Pupil Referral Unit,1,68,17480,3867,945,2922,22.1,5.4,16.7,45,66.2,418,52,2,0,0,0,.,166,307,945,28,0,2863,31,2922,3867
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Pupil Referral Unit,1,394,68202,22102,8557,13545,32.4,12.5,19.9,282,71.6,3183,422,16,307,0,40,.,10,4579,8557,54,128,12614,747,13543,22100
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Pupil Referral Unit,2,129,23740,7196,3038,4158,30.3,12.8,17.5,99,76.7,713,88,34,466,158,101,.,320,1158,3038,0,362,3796,0,4158,7196
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Pupil Referral Unit,1,246,55501,12245,3207,9038,22.1,5.8,16.3,165,67.1,1904,269,0,0,0,10,.,685,339,3207,371,90,8536,41,9038,12245
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Pupil Referral Unit,3,109,25877,6560,4236,2324,25.4,16.4,9,73,67,930,137,44,2,0,15,.,514,2594,4236,70,179,1927,148,2324,6560
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Pupil Referral Unit,2,174,32425,7430,3565,3865,22.9,11,11.9,99,56.9,1416,183,0,0,32,26,.,492,1416,3565,8,88,3706,63,3865,7430
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Pupil Referral Unit,5,566,100708,39683,21935,17748,39.4,21.8,17.6,452,79.9,3586,865,9,15,0,143,.,1371,15946,21935,104,1936,15613,95,17748,39683
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Pupil Referral Unit,2,167,26059,6091,2792,3299,23.4,10.7,12.7,103,61.7,611,113,28,0,0,21,.,168,1851,2792,12,57,3146,84,3299,6091
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Pupil Referral Unit,1,129,30004,7226,2397,4829,24.1,8,16.1,77,59.7,987,161,2,75,0,12,.,684,476,2397,14,0,4762,53,4829,7226
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Pupil Referral Unit,2,179,24301,5351,4107,1244,22,16.9,5.1,92,51.4,88,45,15,0,0,14,.,180,864,1206,34,71,1019,0,1124,2330
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Pupil Referral Unit,2,208,41082,9603,3341,6262,23.4,8.1,15.2,127,61.1,1221,270,40,110,0,48,.,977,675,3341,49,508,5474,231,6262,9603
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Pupil Referral Unit,1,170,32759,15588,8444,7144,47.6,25.8,21.8,145,85.3,2332,371,8,145,0,2,.,152,5434,8444,62,412,6665,5,7144,15588
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Pupil Referral Unit,1,114,21330,5612,1728,3884,26.3,8.1,18.2,65,57,821,99,4,0,0,14,.,170,620,1728,0,725,3152,7,3884,5612
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Pupil Referral Unit,1,141,31844,7677,4457,3220,24.1,14,10.1,89,63.1,1784,231,17,15,0,40,.,560,1810,4457,25,0,3195,0,3220,7677
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Pupil Referral Unit,1,57,10589,3172,1303,1869,30,12.3,17.7,46,80.7,291,190,0,0,0,18,.,31,773,1303,8,327,1534,0,1869,3172
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Pupil Referral Unit,1,79,17925,3765,1655,2110,21,9.2,11.8,54,68.4,572,40,0,169,0,0,.,452,422,1655,0,288,1822,0,2110,3765
six half terms,201314,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Pupil Referral Unit,2,448,85336,21516,5940,15576,25.2,7,18.3,277,61.8,2963,1103,26,178,1,17,.,504,1148,5940,142,1451,13981,2,15576,21516
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Pupil Referral Unit,3,111,21516,8886,3135,5751,41.3,14.6,26.7,103,92.8,657,84,19,0,0,0,.,247,1082,2089,0,88,3206,1339,4633,6722
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Pupil Referral Unit,2,216,44449,17806,8482,9324,40.1,19.1,21,192,88.9,2090,432,1,35,0,10,.,703,5211,8482,96,1092,8135,1,9324,17806
